payment_id,subscription_id,amount,payment_date
1938,1470,2749.99,2023-06-02
1939,1471,12.49,2023-06-28
1940,1472,17.99,2023-05-12
1941,1473,6.49,2023-06-09
1942,1473,6.49,2023-07-09
1943,1474,1999.0,2023-05-31
1944,1475,10.99,2023-07-15
1945,1476,1539.99,2023-06-11
1946,1477,3.99,2023-05-06
1947,1477,3.99,2023-06-05
1948,1477,3.99,2023-07-05
1949,1478,3.99,2023-06-19
1950,1478,3.99,2023-07-19
1951,1479,19.99,2023-05-30
1952,1480,499.0,2023-07-15
1953,1481,24.99,2023-06-27
1954,1482,13.99,2023-06-17
1955,1483,10.99,2023-06-25
1956,1484,17.99,2023-06-30
1957,1485,499.0,2023-05-04
1958,1485,499.0,2023-06-03
1959,1485,499.0,2023-07-03
1960,1486,13.99,2023-05-28
1961,1487,47.99,2023-07-22
1962,1488,4.99,2023-05-07
1963,1488,4.99,2023-06-06
1964,1488,4.99,2023-07-06
1965,1489,4.99,2023-07-16
1966,1490,2749.99,2023-06-26
1967,1491,3899.0,2023-07-18
1968,1492,10.99,2023-07-07
1969,1493,1539.99,2023-07-23
1970,1494,47.99,2023-07-12
1971,1495,2749.99,2023-05-29
1972,1496,17.99,2023-06-25
1973,1497,37.99,2023-05-12
1974,1498,17.99,2023-05-16
1975,1499,13.99,2023-05-24
1976,1500,5299.99,2023-07-18
1977,1501,2749.99,2023-05-03
1978,1502,59.99,2023-07-17
1979,1503,24.99,2023-05-22
1980,1504,37.99,2023-06-25
1981,1506,499.0,2023-07-27
1982,1507,548.99,2023-06-28
1983,1507,548.99,2023-07-28
1984,1508,19.99,2023-07-16
1985,1509,24.99,2023-07-09
1986,1510,22.49,2023-06-16
1987,1511,13.99,2023-07-19
1988,1512,4.99,2023-05-05
1989,1512,4.99,2023-06-04
1990,1512,4.99,2023-07-04
1991,1513,499.0,2023-05-26
1992,1513,499.0,2023-06-25
1993,1513,499.0,2023-07-25
1994,1514,1539.99,2023-07-05
1995,1515,3899.0,2023-05-31
1996,1516,548.99,2023-05-04
1997,1516,548.99,2023-06-03
1998,1516,548.99,2023-07-03
1999,1517,12.49,2023-06-09
2000,1518,31.99,2023-07-05
2001,1519,3899.0,2023-05-15
2002,1520,5299.99,2023-05-17
2003,1521,3.99,2023-06-16
2004,1521,3.99,2023-07-16
2005,1522,1199.0,2023-06-05
2006,1523,42.99,2023-07-14
2007,1524,5299.99,2023-05-30
2008,1525,19.99,2023-07-27
2009,1526,1199.0,2023-05-13
2010,1527,2749.99,2023-05-28
2011,1528,4.99,2023-07-07
2012,1529,3.99,2023-06-15
2013,1529,3.99,2023-07-15
2014,1530,31.99,2023-07-07
2015,1531,47.99,2023-06-06
2016,1532,42.99,2023-07-16
2017,1533,1199.0,2023-05-22
2018,1534,2749.99,2023-07-23
2019,1535,4.99,2023-06-11
2020,1535,4.99,2023-07-11
2021,1536,12.49,2023-05-28
2022,1537,12.49,2023-07-29
2023,1538,3.99,2023-06-26
2024,1538,3.99,2023-07-26
2025,1539,6.49,2023-05-23
2026,1539,6.49,2023-06-22
2027,1539,6.49,2023-07-22
2028,1540,6.49,2023-06-03
2029,1540,6.49,2023-07-03
2030,1541,19.99,2023-05-06
2031,1542,22.49,2023-07-24
2032,1543,59.99,2023-05-23
2033,1544,5299.99,2023-07-15
2034,1545,4.99,2023-06-06
2035,1545,4.99,2023-07-06
2036,1546,1539.99,2023-06-08
2037,1547,2749.99,2023-07-20
2038,1548,12.49,2023-06-24
2039,1549,4.99,2023-07-30
2040,1550,17.99,2023-06-20
2041,1551,3.99,2023-06-23
2042,1551,3.99,2023-07-23
2043,1552,1199.0,2023-07-01
2044,1553,1539.99,2023-05-07
2045,1554,1539.99,2023-05-20
2046,1555,5299.99,2023-06-22
2047,1556,12.49,2023-07-17
2048,1557,5299.99,2023-07-14
2049,1558,19.99,2023-07-08
2050,1559,17.99,2023-07-21
2051,1560,47.99,2023-05-26
2052,1561,17.99,2023-07-20
2053,1562,59.99,2023-06-26
2054,1563,3.99,2023-05-14
2055,1563,3.99,2023-06-13
2056,1563,3.99,2023-07-13
2057,1564,5299.99,2023-07-28
2058,1565,47.99,2023-05-24
2059,1566,4.99,2023-07-10
2060,1567,499.0,2023-07-16
2061,1568,499.0,2023-06-07
2062,1568,499.0,2023-07-07
2063,1569,1199.0,2023-05-02
2064,1569,1199.0,2023-07-31
2065,1570,19.99,2023-07-25
2066,1571,37.99,2023-05-21
2067,1572,13.99,2023-05-20
2068,1573,2749.99,2023-06-13
2069,1574,3899.0,2023-07-01
2070,1575,12.49,2023-07-22
2071,1576,59.99,2023-05-30
2072,1577,12.49,2023-06-19
2073,1578,17.99,2023-07-11
2074,1579,1199.0,2023-07-01
2075,1580,1199.0,2023-07-06
2076,1581,4.49,2023-06-05
2077,1581,4.49,2023-07-05
2078,1582,3.99,2023-07-02
2079,1583,4.99,2023-06-14
2080,1583,4.99,2023-07-14
2081,1584,59.99,2023-05-01
2082,1585,3899.0,2023-06-02
2083,1586,10.99,2023-06-28
2084,1587,59.99,2023-07-13
2085,1588,22.49,2023-06-28
2086,1589,22.49,2023-06-03
2087,1590,548.99,2023-06-15
2088,1590,548.99,2023-07-15
2089,1591,1539.99,2023-07-29
2090,1592,17.99,2023-06-16
2091,1593,19.99,2023-05-05
2092,1594,17.99,2023-07-22
2093,1595,1999.0,2023-06-04
2094,1596,47.99,2023-05-12
2095,1597,13.99,2023-05-05
2096,1598,3.99,2023-07-01
2097,1598,3.99,2023-07-31
2098,1599,5299.99,2023-07-17
2099,1600,3899.0,2023-05-19
2100,1601,1199.0,2023-07-24
2101,1602,3899.0,2023-07-16
2102,1603,1199.0,2023-07-26
2103,1604,3899.0,2023-07-22
2104,1605,12.49,2023-06-03
2105,1606,10.99,2023-06-13
2106,1607,3899.0,2023-06-29
2107,1608,31.99,2023-07-13
2108,1609,13.99,2023-06-09
2109,1610,6.49,2023-05-13
2110,1610,6.49,2023-06-12
2111,1610,6.49,2023-07-12
2112,1611,548.99,2023-07-02
2113,1612,3899.0,2023-05-24
2114,1613,31.99,2023-07-03
2115,1614,12.49,2023-05-10
2116,1615,1199.0,2023-05-27
2117,1616,10.99,2023-05-31
2118,1617,17.99,2023-05-25
2119,1618,499.0,2023-06-29
2120,1618,499.0,2023-07-29
2121,1619,4.49,2023-05-05
2122,1619,4.49,2023-06-04
2123,1619,4.49,2023-07-04
2124,1620,3899.0,2023-06-14
2125,1621,4.49,2023-05-12
2126,1621,4.49,2023-06-11
2127,1621,4.49,2023-07-11
2128,1622,42.99,2023-05-17
2129,1623,12.49,2023-05-28
2130,1624,3.99,2023-05-29
2131,1624,3.99,2023-06-28
2132,1624,3.99,2023-07-28
2133,1625,3899.0,2023-06-14
2134,1626,47.99,2023-07-14
2135,1627,6.49,2023-06-23
2136,1627,6.49,2023-07-23
2137,1628,59.99,2023-07-07
2138,1629,59.99,2023-06-07
2139,1630,47.99,2023-05-22
2140,1631,19.99,2023-06-11
2141,1632,548.99,2023-06-05
2142,1632,548.99,2023-07-05
2143,1633,19.99,2023-06-11
2144,1634,19.99,2023-07-03
2145,1635,10.99,2023-06-20
2146,1636,1539.99,2023-05-13
2147,1637,2749.99,2023-07-19
2148,1638,12.49,2023-07-12
2149,1639,3899.0,2023-05-25
2150,1640,12.49,2023-06-26
2151,1641,17.99,2023-06-20
2152,1642,1999.0,2023-05-04
2153,1643,10.99,2023-06-18
2154,1644,1539.99,2023-07-15
2155,1645,47.99,2023-07-27
2156,1646,1539.99,2023-05-29
2157,1647,2749.99,2023-05-17
2158,1648,548.99,2023-07-12
2159,1649,4.99,2023-06-14
2160,1649,4.99,2023-07-14
2161,1650,548.99,2023-05-26
2162,1650,548.99,2023-06-25
2163,1650,548.99,2023-07-25
2164,1651,47.99,2023-07-04
2165,1652,1999.0,2023-05-06
2166,1653,5299.99,2023-05-02
2167,1654,548.99,2023-06-04
2168,1654,548.99,2023-07-04
2169,1655,12.49,2023-06-10
2170,1656,1539.99,2023-07-18
2171,1657,17.99,2023-07-04
2172,1658,19.99,2023-07-15
2173,1659,13.99,2023-06-29
2174,1660,1539.99,2023-07-19
2175,1661,24.99,2023-05-01
2176,1662,37.99,2023-05-30
2177,1663,3.99,2023-07-27
2178,1664,3899.0,2023-05-03
2179,1665,1539.99,2023-06-25
2180,1666,42.99,2023-06-15
2181,1667,22.49,2023-06-05
2182,1668,13.99,2023-06-01
2183,1669,31.99,2023-07-21
2184,1670,22.49,2023-07-15
2185,1671,37.99,2023-07-16
2186,1672,1199.0,2023-06-07
2187,1673,13.99,2023-05-17
2188,1674,17.99,2023-06-28
2189,1675,31.99,2023-06-27
2190,1676,31.99,2023-07-03
2191,1677,22.49,2023-06-06
2192,1678,4.99,2023-05-28
2193,1678,4.99,2023-06-27
2194,1678,4.99,2023-07-27
2195,1679,6.49,2023-05-27
2196,1679,6.49,2023-06-26
2197,1679,6.49,2023-07-26
2198,1680,37.99,2023-05-05
2199,1681,19.99,2023-06-07
2200,1682,42.99,2023-06-19
2201,1683,499.0,2023-07-17
2202,1684,499.0,2023-07-25
2203,1685,3.99,2023-07-23
2204,1686,499.0,2023-05-13
2205,1686,499.0,2023-06-12
2206,1686,499.0,2023-07-12
2207,1687,499.0,2023-06-30
2208,1687,499.0,2023-07-30
2209,1688,1199.0,2023-06-26
2210,1689,22.49,2023-07-19
2211,1690,5299.99,2023-06-09
2212,1691,22.49,2023-05-13
2213,1692,12.49,2023-05-20
2214,1693,10.99,2023-06-19
2215,1694,37.99,2023-06-09
2216,1695,4.99,2023-06-21
2217,1695,4.99,2023-07-21
2218,1696,22.49,2023-06-06
2219,1697,13.99,2023-06-03
2220,1698,12.49,2023-07-06
2221,1699,6.49,2023-06-04
2222,1699,6.49,2023-07-04
2223,1700,19.99,2023-05-17
2224,1701,548.99,2023-07-15
2225,1702,6.49,2023-05-04
2226,1702,6.49,2023-06-03
2227,1702,6.49,2023-07-03
2228,1703,548.99,2023-05-06
2229,1703,548.99,2023-06-05
2230,1703,548.99,2023-07-05
2231,1704,548.99,2023-07-10
2232,1705,1199.0,2023-06-04
2233,1706,499.0,2023-06-15
2234,1706,499.0,2023-07-15
2235,1707,42.99,2023-06-01
2236,1708,4.99,2023-06-29
2237,1708,4.99,2023-07-29
2238,1709,59.99,2023-07-24
2239,1710,3.99,2023-06-11
2240,1710,3.99,2023-07-11
2241,1711,499.0,2023-07-18
2242,1712,22.49,2023-07-10
2243,1713,19.99,2023-06-27
2244,1714,4.99,2023-06-23
2245,1714,4.99,2023-07-23
2246,1715,31.99,2023-06-29
2247,1716,59.99,2023-06-15
2248,1717,4.99,2023-07-11
2249,1718,59.99,2023-07-18
2250,1719,3.99,2023-07-04
2251,1720,24.99,2023-05-05
2252,1721,47.99,2023-06-06
2253,1722,1539.99,2023-05-08
2254,1723,47.99,2023-06-11
2255,1724,59.99,2023-06-30
2256,1725,1539.99,2023-06-22
2257,1726,548.99,2023-05-23
2258,1726,548.99,2023-06-22
2259,1726,548.99,2023-07-22
2260,1727,5299.99,2023-06-24
2261,1728,10.99,2023-07-08
2262,1729,3.99,2023-06-21
2263,1729,3.99,2023-07-21
2264,1730,4.49,2023-07-28
2265,1731,6.49,2023-05-31
2266,1731,6.49,2023-06-30
2267,1731,6.49,2023-07-30
2268,1732,31.99,2023-05-12
2269,1733,59.99,2023-06-30
2270,1734,42.99,2023-06-11
2271,1735,4.49,2023-05-05
2272,1735,4.49,2023-06-04
2273,1735,4.49,2023-07-04
2274,1736,4.99,2023-06-11
2275,1736,4.99,2023-07-11
2276,1737,499.0,2023-05-08
2277,1737,499.0,2023-06-07
2278,1737,499.0,2023-07-07
2279,1738,22.49,2023-05-02
2280,1739,5299.99,2023-05-03
2281,1740,4.49,2023-06-21
2282,1740,4.49,2023-07-21
2283,1741,42.99,2023-06-10
2284,1742,3.99,2023-06-23
2285,1742,3.99,2023-07-23
2286,1743,5299.99,2023-06-04
2287,1744,12.49,2023-06-23
2288,1745,2749.99,2023-06-28
2289,1746,548.99,2023-07-27
2290,1747,3899.0,2023-05-09
2291,1748,24.99,2023-07-18
2292,1749,6.49,2023-07-21
2293,1750,19.99,2023-05-14
2294,1751,1199.0,2023-05-27
2295,1752,12.49,2023-05-06
2296,1753,12.49,2023-05-30
2297,1754,3.99,2023-07-16
2298,1755,1199.0,2023-05-15
2299,1756,22.49,2023-07-17
2300,1757,3899.0,2023-06-09
2301,1758,1999.0,2023-06-03
2302,1759,4.49,2023-06-23
2303,1759,4.49,2023-07-23
2304,1760,2749.99,2023-07-29
2305,1761,10.99,2023-07-28
2306,1762,10.99,2023-05-26
2307,1763,5299.99,2023-05-13
2308,1764,31.99,2023-06-04
2309,1765,1999.0,2023-07-17
2310,1766,548.99,2023-07-20
2311,1767,1999.0,2023-05-05
2312,1768,1199.0,2023-06-04
2313,1769,37.99,2023-05-19
2314,1770,548.99,2023-07-04
2315,1771,1539.99,2023-06-07
2316,1772,42.99,2023-05-30
2317,1773,4.99,2023-07-26
2318,1774,548.99,2023-06-09
2319,1774,548.99,2023-07-09
2320,1775,6.49,2023-07-12
2321,1776,1999.0,2023-05-31
2322,1777,42.99,2023-07-29
2323,1778,1539.99,2023-06-25
2324,1779,4.49,2023-06-23
2325,1779,4.49,2023-07-23
2326,1780,1199.0,2023-05-12
2327,1781,4.49,2023-05-08
2328,1781,4.49,2023-06-07
2329,1781,4.49,2023-07-07
2330,1782,1999.0,2023-06-06
2331,1783,37.99,2023-06-23
2332,1784,17.99,2023-06-01
2333,1785,10.99,2023-05-01
2334,1785,10.99,2023-07-30
2335,1786,31.99,2023-06-05
2336,1787,19.99,2023-06-26
2337,1788,22.49,2023-05-14
2338,1789,47.99,2023-06-15
2339,1790,5299.99,2023-05-19
2340,1791,1199.0,2023-06-19
2341,1792,17.99,2023-07-27
2342,1793,4.99,2023-05-10
2343,1793,4.99,2023-06-09
2344,1793,4.99,2023-07-09
2345,1794,499.0,2023-05-23
2346,1794,499.0,2023-06-22
2347,1794,499.0,2023-07-22
2348,1795,37.99,2023-06-17
2349,1796,24.99,2023-07-06
2350,1797,1999.0,2023-05-29
2351,1798,13.99,2023-06-15
2352,1799,499.0,2023-05-21
2353,1799,499.0,2023-06-20
2354,1799,499.0,2023-07-20
2355,1800,1199.0,2023-05-09
2356,1801,19.99,2023-07-04
2357,1802,13.99,2023-05-25
2358,1803,17.99,2023-07-21
2359,1804,12.49,2023-07-07
2360,1805,10.99,2023-05-26
2361,1806,19.99,2023-05-09
2362,1807,13.99,2023-05-27
2363,1808,12.49,2023-06-03
2364,1809,17.99,2023-05-07
2365,1810,37.99,2023-06-08
2366,1811,548.99,2023-07-30
2367,1812,10.99,2023-07-21
2368,1813,59.99,2023-07-23
2369,1814,548.99,2023-06-15
2370,1814,548.99,2023-07-15
2371,1815,4.99,2023-05-20
2372,1815,4.99,2023-06-19
2373,1815,4.99,2023-07-19
2374,1816,24.99,2023-05-16
2375,1817,19.99,2023-05-20
2376,1818,19.99,2023-07-23
2377,1819,1999.0,2023-06-20
2378,1820,17.99,2023-06-02
2379,1821,499.0,2023-06-13
2380,1821,499.0,2023-07-13
2381,1822,12.49,2023-05-17
2382,1823,19.99,2023-05-02
2383,1824,42.99,2023-05-25
2384,1825,37.99,2023-06-24
2385,1826,1199.0,2023-06-17
2386,1827,59.99,2023-07-21
2387,1828,4.49,2023-05-23
2388,1828,4.49,2023-06-22
2389,1828,4.49,2023-07-22
2390,1829,47.99,2023-05-31
2391,1830,37.99,2023-06-01
2392,1831,59.99,2023-07-21
2393,1832,12.49,2023-07-28
2394,1833,1199.0,2023-05-14
2395,1834,10.99,2023-06-18
2396,1835,42.99,2023-05-15
2397,1836,1199.0,2023-06-23
2398,1837,13.99,2023-05-07
2399,1838,42.99,2023-06-29
2400,1839,1999.0,2023-06-03
2401,1840,10.99,2023-05-13
2402,1841,19.99,2023-06-04
2403,1842,13.99,2023-05-17
2404,1843,2749.99,2023-06-25
2405,1844,4.99,2023-05-26
2406,1844,4.99,2023-06-25
2407,1844,4.99,2023-07-25
2408,1845,37.99,2023-06-22
2409,1846,6.49,2023-07-11
2410,1847,59.99,2023-05-08
2411,1848,3.99,2023-06-04
2412,1848,3.99,2023-07-04
2413,1849,13.99,2023-07-12
2414,1850,13.99,2023-06-27
2415,1851,59.99,2023-05-02
2416,1852,1199.0,2023-05-22
2417,1853,42.99,2023-07-31
2418,1854,10.99,2023-06-18
2419,1855,3899.0,2023-05-03
2420,1856,499.0,2023-06-05
2421,1856,499.0,2023-07-05
2422,1857,31.99,2023-06-23
2423,1858,10.99,2023-06-23
2424,1859,59.99,2023-06-30
2425,1860,19.99,2023-05-23
2426,1861,4.99,2023-07-25
2427,1862,1199.0,2023-05-17
2428,1863,12.49,2023-05-10
2429,1864,6.49,2023-05-01
2430,1864,6.49,2023-05-31
2431,1864,6.49,2023-06-30
2432,1864,6.49,2023-07-30
2433,1865,47.99,2023-06-24
2434,1866,59.99,2023-06-02
2435,1867,1539.99,2023-05-31
2436,1868,24.99,2023-06-08
2437,1869,3.99,2023-07-15
2438,1870,13.99,2023-06-20
2439,1871,1199.0,2023-05-06
2440,1872,10.99,2023-07-25
2441,1873,24.99,2023-06-22
2442,1874,13.99,2023-07-06
2443,1875,3899.0,2023-06-13
2444,1876,12.49,2023-07-18
2445,1877,1539.99,2023-07-03
2446,1878,37.99,2023-06-29
2447,1879,1999.0,2023-07-01
2448,1880,13.99,2023-07-04
2449,1881,548.99,2023-06-29
2450,1881,548.99,2023-07-29
2451,1882,548.99,2023-05-02
2452,1882,548.99,2023-06-01
2453,1882,548.99,2023-07-01
2454,1882,548.99,2023-07-31
2455,1883,6.49,2023-07-25
2456,1884,499.0,2023-05-29
2457,1884,499.0,2023-06-28
2458,1884,499.0,2023-07-28
2459,1885,1999.0,2023-05-19
2460,1886,1999.0,2023-06-20
2461,1887,42.99,2023-07-09
2462,1888,17.99,2023-06-04
2463,1889,47.99,2023-06-26
2464,1890,1199.0,2023-06-26
2465,1891,1999.0,2023-05-01
2466,1892,1199.0,2023-07-06
2467,1893,22.49,2023-06-06
2468,1894,31.99,2023-06-09
2469,1895,10.99,2023-05-12
2470,1896,12.49,2023-07-03
2471,1897,4.99,2023-05-03
2472,1897,4.99,2023-06-02
2473,1897,4.99,2023-07-02
2474,1898,3.99,2023-05-14
2475,1898,3.99,2023-06-13
2476,1898,3.99,2023-07-13
2477,1899,47.99,2023-06-28
2478,1900,19.99,2023-05-14
2479,1901,1199.0,2023-07-07
2480,1902,4.99,2023-06-27
2481,1902,4.99,2023-07-27
2482,1903,3899.0,2023-07-06
2483,1904,1199.0,2023-07-25
2484,1905,12.49,2023-07-06
2485,1906,13.99,2023-07-20
2486,1907,19.99,2023-05-06
2487,1908,22.49,2023-06-19
2488,1909,22.49,2023-06-15
2489,1910,42.99,2023-07-15
2490,1911,17.99,2023-06-24
2491,1912,1199.0,2023-06-25
2492,1913,6.49,2023-06-06
2493,1913,6.49,2023-07-06
2494,1914,2749.99,2023-07-11
2495,1915,12.49,2023-06-12
2496,1916,24.99,2023-05-08
2497,1917,22.49,2023-05-02
2498,1918,3899.0,2023-05-03
2499,1919,3899.0,2023-05-13
2500,1920,3899.0,2023-05-05
2501,1921,1999.0,2023-05-31
2502,1922,47.99,2023-06-04
2503,1923,3.99,2023-07-09
2504,1924,24.99,2023-05-06
2505,1925,2749.99,2023-05-14
2506,1926,6.49,2023-07-30
2507,1927,2749.99,2023-07-11
2508,1928,10.99,2023-07-12
2509,1929,47.99,2023-05-23
2510,1930,24.99,2023-06-22
2511,1931,548.99,2023-06-01
2512,1931,548.99,2023-07-01
2513,1931,548.99,2023-07-31
2514,1932,47.99,2023-06-11
2515,1933,1539.99,2023-06-12
2516,1934,6.49,2023-05-28
2517,1934,6.49,2023-06-27
2518,1934,6.49,2023-07-27
2519,1935,5299.99,2023-07-15
2520,1936,47.99,2023-06-30
2521,1937,24.99,2023-07-17
2522,1938,47.99,2023-05-10
2523,1939,12.49,2023-06-04
2524,1940,12.49,2023-05-25
2525,1941,59.99,2023-06-29
2526,1942,13.99,2023-05-18
2527,1943,499.0,2023-05-09
2528,1943,499.0,2023-06-08
2529,1943,499.0,2023-07-08
2530,1944,4.49,2023-07-08
2531,1945,37.99,2023-07-11
2532,1946,4.49,2023-07-27
2533,1947,10.99,2023-07-24
2534,1948,19.99,2023-05-05
2535,1949,5299.99,2023-06-14
2536,1950,4.49,2023-06-03
2537,1950,4.49,2023-07-03
2538,1951,17.99,2023-07-14
2539,1952,22.49,2023-07-07
2540,1954,59.99,2023-06-27
2541,1955,3899.0,2023-05-26
2542,1956,499.0,2023-05-10
2543,1956,499.0,2023-06-09
2544,1956,499.0,2023-07-09
2545,1957,59.99,2023-05-18
2546,1958,24.99,2023-07-25
2547,1959,2749.99,2023-05-22
2548,1960,548.99,2023-06-19
2549,1960,548.99,2023-07-19
2550,1961,1999.0,2023-05-09
2551,1962,3899.0,2023-05-12
2552,1963,47.99,2023-06-16
2553,1964,31.99,2023-07-01
2554,1965,499.0,2023-06-02
2555,1965,499.0,2023-07-02
2556,1966,1539.99,2023-05-11
2557,1967,42.99,2023-06-01
2558,1968,1199.0,2023-06-02
2559,1969,10.99,2023-06-05
2560,1970,2749.99,2023-05-08
2561,1971,1539.99,2023-05-06
2562,1972,1199.0,2023-05-14
2563,1973,24.99,2023-05-24
2564,1974,499.0,2023-06-14
2565,1974,499.0,2023-07-14
2566,1975,19.99,2023-06-19
2567,1976,17.99,2023-05-16
2568,1977,42.99,2023-07-23
2569,1978,1999.0,2023-05-27
2570,1979,1999.0,2023-06-11
2571,1980,1539.99,2023-05-11
2572,1981,22.49,2023-07-18
2573,1982,59.99,2023-07-03
2574,1983,3.99,2023-07-08
2575,1984,13.99,2023-06-22
2576,1985,59.99,2023-06-30
2577,1986,47.99,2023-05-01
2578,1987,10.99,2023-07-30
2579,1988,22.49,2023-05-26
2580,1989,2749.99,2023-05-12
2581,1990,42.99,2023-07-30
2582,1991,42.99,2023-07-08
2583,1992,499.0,2023-05-07
2584,1992,499.0,2023-06-06
2585,1992,499.0,2023-07-06
2586,1993,19.99,2023-06-25
2587,1994,13.99,2023-05-14
2588,1995,12.49,2023-05-23
2589,1997,3899.0,2023-06-05
2590,1998,3.99,2023-06-03
2591,1998,3.99,2023-07-03
2592,1999,3.99,2023-05-09
2593,1999,3.99,2023-06-08
2594,1999,3.99,2023-07-08
2595,2000,1999.0,2023-05-12
2596,2001,548.99,2023-05-05
2597,2001,548.99,2023-06-04
2598,2001,548.99,2023-07-04
2599,2002,24.99,2023-06-12
2600,2003,24.99,2023-06-05
2601,2004,22.49,2023-06-07
2602,2005,13.99,2023-05-12
2603,2006,24.99,2023-07-17
2604,2007,548.99,2023-05-20
2605,2007,548.99,2023-06-19
2606,2007,548.99,2023-07-19
2607,2008,10.99,2023-05-23
2608,2009,2749.99,2023-07-09
2609,2010,22.49,2023-07-23
2610,2011,5299.99,2023-07-09
2611,2012,31.99,2023-07-23
2612,2013,42.99,2023-07-24
2613,2014,2749.99,2023-06-12
2614,2015,3.99,2023-06-24
2615,2015,3.99,2023-07-24
2616,2016,24.99,2023-05-19
2617,2017,2749.99,2023-05-10
2618,2018,47.99,2023-05-02
2619,2019,31.99,2023-07-20
2620,2020,12.49,2023-06-23
2621,2021,3.99,2023-05-03
2622,2021,3.99,2023-06-02
2623,2021,3.99,2023-07-02
2624,2022,42.99,2023-05-22
2625,2023,5299.99,2023-06-26
2626,2024,47.99,2023-05-24
2627,2025,24.99,2023-05-17
2628,2026,31.99,2023-07-17
2629,2027,5299.99,2023-06-23
2630,2028,37.99,2023-07-26
2631,2029,3899.0,2023-05-16
2632,2030,19.99,2023-06-06
2633,2031,4.99,2023-05-03
2634,2031,4.99,2023-06-02
2635,2031,4.99,2023-07-02
2636,2032,19.99,2023-07-26
2637,2033,47.99,2023-07-31
2638,2034,47.99,2023-07-15
2639,2035,1999.0,2023-07-06
2640,2036,19.99,2023-06-24
2641,2037,31.99,2023-06-28
2642,2038,4.99,2023-07-18
2643,2039,24.99,2023-06-23
2644,2040,19.99,2023-05-27
2645,2041,4.49,2023-06-04
2646,2041,4.49,2023-07-04
2647,2042,3899.0,2023-05-19
2648,2043,13.99,2023-07-29
2649,2044,17.99,2023-05-25
2650,2045,5299.99,2023-07-24
2651,2046,10.99,2023-07-19
2652,2047,6.49,2023-05-01
2653,2047,6.49,2023-05-31
2654,2047,6.49,2023-06-30
2655,2047,6.49,2023-07-30
2656,2048,6.49,2023-06-21
2657,2048,6.49,2023-07-21
2658,2049,24.99,2023-05-26
2659,2050,59.99,2023-06-28
2660,2051,1539.99,2023-07-05
2661,2052,3899.0,2023-06-02
2662,2053,59.99,2023-06-05
2663,2054,24.99,2023-06-14
2664,2055,13.99,2023-06-05
2665,2056,4.49,2023-06-17
2666,2056,4.49,2023-07-17
2667,2057,10.99,2023-06-10
2668,2058,47.99,2023-06-05
2669,2059,1199.0,2023-06-12
2670,2060,5299.99,2023-06-08
2671,2061,3899.0,2023-07-26
2672,2062,2749.99,2023-07-10
2673,2063,1199.0,2023-07-22
2674,2064,24.99,2023-07-21
2675,2065,499.0,2023-07-18
2676,2066,22.49,2023-05-21
2677,2067,31.99,2023-06-08
2678,2068,4.49,2023-06-29
2679,2068,4.49,2023-07-29
2680,2069,1539.99,2023-06-04
2681,2070,12.49,2023-06-09
2682,2071,548.99,2023-07-28
2683,2072,12.49,2023-07-16
2684,2073,3.99,2023-07-03
2685,2074,47.99,2023-06-18
2686,2075,24.99,2023-07-18
2687,2076,499.0,2023-07-23
2688,2077,13.99,2023-07-02
2689,2078,1999.0,2023-07-16
2690,2079,3899.0,2023-05-04
2691,2080,59.99,2023-06-01
2692,2081,3.99,2023-05-13
2693,2081,3.99,2023-06-12
2694,2081,3.99,2023-07-12
2695,2082,548.99,2023-06-15
2696,2082,548.99,2023-07-15
2697,2083,499.0,2023-05-28
2698,2083,499.0,2023-06-27
2699,2083,499.0,2023-07-27
2700,2084,22.49,2023-06-08
2701,2085,4.49,2023-06-16
2702,2085,4.49,2023-07-16
2703,2086,4.99,2023-05-04
2704,2086,4.99,2023-06-03
2705,2086,4.99,2023-07-03
2706,2087,6.49,2023-07-01
2707,2087,6.49,2023-07-31
2708,2088,42.99,2023-07-27
2709,2089,19.99,2023-06-15
2710,2090,5299.99,2023-06-02
2711,2091,37.99,2023-06-14
2712,2092,1539.99,2023-06-06
2713,2093,3.99,2023-06-21
2714,2093,3.99,2023-07-21
2715,2094,10.99,2023-05-13
2716,2095,31.99,2023-07-31
2717,2096,17.99,2023-06-30
2718,2097,499.0,2023-07-30
2719,2098,31.99,2023-06-18
2720,2099,5299.99,2023-05-09
2721,2100,19.99,2023-05-29
2722,2101,19.99,2023-05-19
2723,2102,3.99,2023-05-30
2724,2102,3.99,2023-06-29
2725,2102,3.99,2023-07-29
2726,2103,3899.0,2023-06-26
2727,2104,24.99,2023-06-28
2728,2105,4.99,2023-05-20
2729,2105,4.99,2023-06-19
2730,2105,4.99,2023-07-19
2731,2106,12.49,2023-07-10
2732,2107,4.99,2023-05-05
2733,2107,4.99,2023-06-04
2734,2107,4.99,2023-07-04
2735,2108,31.99,2023-06-15
2736,2109,499.0,2023-07-11
2737,2110,24.99,2023-05-23
2738,2111,4.99,2023-06-02
2739,2111,4.99,2023-07-02
2740,2112,4.99,2023-06-25
2741,2112,4.99,2023-07-25
2742,2113,37.99,2023-06-12
2743,2114,499.0,2023-05-03
2744,2114,499.0,2023-06-02
2745,2114,499.0,2023-07-02
2746,2115,1199.0,2023-05-22
2747,2116,4.99,2023-06-21
2748,2116,4.99,2023-07-21
2749,2117,59.99,2023-05-06
