trade_id,client_id,salesperson_id,trade_date,facevalue,actual_revenue,churn_date
2490,158,46,2023-03-21,873345,612854,2023-05-12
2491,132,11,2023-08-05,390734,412188,
2492,188,56,2023-07-25,252974,259983,
2493,50,23,2023-08-01,269072,180099,2023-08-01
2494,193,30,2023-07-14,983268,633819,2023-07-20
2495,683,10,2023-08-06,247486,273175,
2496,417,19,2023-05-05,466282,509230,
2497,122,37,2023-07-31,519931,287767,2023-07-31
2498,308,16,2023-01-11,325593,307026,2023-03-20
2499,111,32,2023-07-17,926415,429639,2023-08-11
2500,564,22,2023-07-10,262885,267808,
2501,574,13,2023-06-29,851933,120101,2023-07-06
2502,401,58,2023-08-11,191313,193915,
2503,711,25,2023-06-18,389488,404206,
2504,396,6,2023-02-27,647992,615987,2023-08-03
2505,261,67,2023-03-02,457831,463077,
2506,118,29,2023-06-06,829783,185206,2023-06-22
2507,98,72,2023-07-23,179488,195051,
2508,204,41,2023-04-16,603504,606716,
2509,645,39,2023-02-03,668696,576349,2023-03-15
2510,578,12,2023-08-05,637552,643882,
2511,423,53,2023-01-01,533813,538058,
2512,369,65,2023-04-20,635441,252148,2023-07-02
2513,466,17,2023-08-03,330332,345934,
2514,383,3,2023-05-03,288518,306991,
2515,652,30,2022-12-23,227083,71378,2023-01-13
2516,603,25,2023-03-06,913028,928632,
2517,115,42,2023-07-24,426437,440452,
2518,123,38,2023-02-11,185399,190994,
2519,338,72,2023-08-10,559415,148156,2023-08-11
2520,748,47,2023-03-27,94354,98365,
2521,641,56,2023-05-01,388177,393554,
2522,623,54,2023-03-10,228715,291697,
2523,695,9,2023-07-12,425762,288283,2023-07-31
2524,600,29,2023-03-24,593582,264651,2023-05-21
2525,488,54,2022-09-27,567956,142707,2022-10-29
2526,298,20,2023-06-29,597065,624028,
2527,752,24,2023-06-27,816822,834558,
2528,728,39,2023-07-09,660422,683228,
2529,443,13,2023-07-25,335528,260491,2023-07-26
2530,595,24,2023-03-14,369132,409580,
2531,197,42,2023-03-18,575560,595095,
2532,74,72,2023-08-06,66622,71826,
2533,462,18,2023-02-27,174237,227152,
2534,153,63,2023-07-04,512925,524748,
2535,366,37,2023-07-04,433487,457229,
2536,133,55,2023-07-17,534313,300813,2023-07-31
2537,348,33,2023-05-20,167191,172587,
2538,459,20,2023-04-22,476662,479416,
2539,144,71,2023-08-02,734114,747187,
2540,149,36,2022-10-11,932588,278912,2023-07-17
2541,366,53,2023-07-29,520353,528250,
2542,344,52,2023-03-28,613214,637278,
2543,520,24,2023-02-03,172899,212005,
2544,227,64,2023-02-26,435667,150295,2023-03-28
2545,39,38,2023-02-23,768038,643123,2023-03-21
2546,334,9,2023-04-08,150026,194680,
2547,55,11,2023-05-23,686414,342956,2023-06-08
2548,498,58,2023-05-27,197469,212391,
2549,218,28,2022-12-21,810756,258562,2023-03-18
2550,344,12,2023-04-11,691658,351688,2023-06-20
2551,704,41,2023-07-11,878073,893496,
2552,514,43,2023-07-29,800483,819439,
2553,189,46,2023-07-28,269218,280249,
2554,621,71,2023-03-04,166302,230585,
2555,378,25,2023-06-01,843476,73035,2023-06-30
2556,573,60,2023-08-04,467686,474910,
2557,105,41,2022-10-11,523610,182154,2023-05-31
2558,234,59,2023-04-10,888328,609947,2023-04-26
2559,243,19,2023-08-06,913189,916424,
2560,423,37,2023-05-30,271401,278376,
2561,55,35,2023-06-24,563078,473819,2023-08-05
2562,552,71,2022-12-15,659145,662670,
2563,368,51,2023-07-22,667039,697867,
2564,281,72,2023-07-10,313361,335251,
2565,296,61,2023-05-08,531667,312783,2023-07-24
2566,81,60,2023-06-05,389794,402331,
2567,751,23,2023-08-04,557943,578304,
2568,292,19,2023-07-30,264504,224023,2023-08-08
2569,251,51,2023-04-28,989855,998998,
2570,76,14,2023-02-27,665642,704452,
2571,551,6,2023-01-06,516081,549114,
2572,129,10,2023-07-18,527866,478920,2023-07-25
2573,388,22,2023-04-23,671395,412775,2023-06-16
2574,548,58,2023-08-04,926019,429096,2023-08-10
2575,432,54,2023-06-03,581990,304226,2023-07-04
2576,147,48,2023-05-18,259512,265739,
2577,690,22,2023-04-23,502980,506626,
2578,688,10,2022-08-25,138638,162299,
2579,86,16,2022-12-08,746439,733152,2023-02-06
2580,656,57,2023-07-20,249666,296536,
2581,288,12,2022-12-26,900784,910054,
2582,683,24,2023-08-05,633617,651392,
2583,445,57,2023-07-22,296661,326545,
2584,242,24,2023-06-05,971103,971608,
2585,309,1,2023-06-06,442469,360065,2023-07-07
2586,420,43,2023-07-11,869071,125757,2023-08-07
2587,568,22,2023-05-23,210833,230112,
2588,101,60,2023-06-19,457579,333424,2023-07-12
2589,177,27,2023-03-05,109900,141831,
2590,442,34,2023-08-07,494199,279697,2023-08-07
2591,300,72,2023-08-03,795956,713702,2023-08-07
2592,502,8,2023-03-20,967078,254187,2023-03-31
2593,21,70,2023-02-22,657368,680221,
2594,219,28,2023-02-06,605673,641283,
2595,463,57,2023-07-28,487888,190982,2023-08-06
2596,681,62,2023-05-08,940479,947877,
2597,574,24,2023-08-07,885101,475665,2023-08-07
2598,352,57,2023-06-09,902175,728063,2023-07-17
2599,238,41,2023-08-09,422396,463600,
2600,740,21,2023-07-29,652974,221067,2023-08-08
2601,146,34,2023-05-21,588182,77462,2023-06-22
2602,408,68,2023-07-30,732220,287337,2023-08-06
2603,297,25,2023-03-01,470546,479091,
2604,237,16,2022-12-21,690918,693481,
2605,219,36,2023-02-21,252853,273308,
2606,337,34,2023-07-16,260534,269778,
2607,69,36,2023-06-19,496786,523539,
2608,370,46,2022-11-22,110422,114277,
2609,715,19,2023-05-23,399887,434235,
2610,365,11,2023-04-26,378532,400899,
2611,129,47,2023-07-14,533277,542657,
2612,595,33,2023-07-13,461700,463624,
2613,742,61,2023-05-29,392833,407335,
2614,351,47,2023-04-13,449098,461714,
2615,317,20,2023-03-02,757230,327214,2023-04-24
2616,682,49,2023-06-04,59336,104758,
2617,17,64,2023-06-28,623320,184587,2023-07-27
2618,111,29,2022-11-25,343886,373215,
2619,700,52,2023-06-16,682714,689287,
2620,278,32,2022-12-13,908158,432454,2023-03-28
2621,378,46,2023-02-27,278218,287818,
2622,243,21,2023-08-09,598638,609211,
2623,403,24,2023-03-23,744137,779222,
2624,440,16,2023-07-07,59070,79569,
2625,334,40,2023-03-22,648889,675541,
2626,235,34,2023-06-04,371253,40371,2023-07-21
2627,410,53,2023-05-07,819301,822220,
2628,70,69,2023-05-03,554581,578878,
2629,486,24,2023-02-17,132424,177623,
2630,588,33,2023-07-02,257857,283850,
2631,75,29,2023-08-09,802162,819069,
2632,285,51,2023-01-26,819636,836818,
2633,322,25,2023-05-09,345822,361348,
2634,16,53,2023-07-07,963628,373935,2023-07-23
2635,650,10,2023-08-11,302624,308909,
2636,67,10,2023-04-01,939509,511519,2023-07-24
2637,532,43,2023-08-01,185105,201508,
2638,373,22,2023-07-09,789597,111732,2023-07-23
2639,738,69,2023-06-07,371059,123126,2023-08-02
2640,376,36,2023-05-02,512594,525009,
2641,543,42,2023-07-16,951333,955288,
2642,640,30,2023-07-30,863567,865319,
2643,152,17,2023-06-06,653092,667766,
2644,201,31,2023-07-16,628863,632762,
2645,457,52,2023-04-15,117579,162986,
2646,566,51,2023-06-12,561584,544768,2023-07-14
2647,22,41,2023-08-02,784416,818697,
2648,474,44,2023-07-22,631554,195809,2023-07-28
2649,450,59,2023-05-25,265268,165436,2023-07-25
2650,600,64,2023-04-28,626518,646687,
2651,15,63,2023-08-03,417640,139853,2023-08-03
2652,311,24,2023-02-18,215410,228032,
2653,167,2,2023-06-13,439163,457021,
2654,263,42,2023-05-16,591958,512756,2023-07-10
2655,401,59,2023-08-10,712091,719983,
2656,261,56,2023-03-28,192049,69667,2023-07-10
2657,673,52,2023-05-06,574177,597306,
2658,726,6,2023-04-04,411707,252350,2023-05-22
2659,650,60,2023-08-08,998340,147824,2023-08-10
2660,628,57,2022-12-20,250185,270411,
2661,711,44,2023-06-23,922142,508593,2023-07-14
2662,573,4,2023-07-20,562302,568861,
2663,276,42,2023-03-24,687610,698053,
2664,6,5,2023-07-15,478355,159400,2023-07-29
2665,417,1,2023-06-20,636960,660107,
2666,350,44,2023-04-28,936814,155139,2023-07-23
2667,282,18,2023-07-25,117267,120552,
2668,748,2,2023-03-21,676911,432864,2023-07-23
2669,147,30,2023-07-07,993365,997495,
2670,364,33,2023-05-15,382154,388458,
2671,238,34,2023-08-05,92683,115264,
2672,197,62,2023-03-24,128113,53152,2023-07-25
2673,12,72,2023-07-23,865184,882036,
2674,48,12,2023-07-27,986242,713804,2023-08-08
2675,738,9,2023-06-12,135653,166999,
2676,573,56,2023-08-05,479400,482796,
2677,595,32,2023-06-09,817667,500469,2023-06-25
2678,328,45,2023-06-04,269833,301357,
2679,211,3,2023-05-23,612714,635059,
2680,163,53,2023-07-04,494276,530529,
2681,476,49,2023-07-26,621064,321095,2023-08-07
2682,726,9,2023-07-16,777557,787038,
2683,161,25,2023-08-10,64614,81606,
2684,116,7,2023-07-07,683511,718608,
2685,70,66,2022-12-18,878662,84567,2023-04-16
2686,198,23,2023-02-18,730949,48821,2023-06-13
2687,180,53,2023-08-06,646676,651659,
2688,8,32,2023-06-12,579824,364132,2023-07-08
2689,445,24,2023-05-28,191443,216865,
2690,362,35,2023-02-02,135708,198658,
2691,534,59,2023-03-26,499271,347823,2023-06-18
2692,417,56,2023-04-12,467396,489383,
2693,396,50,2023-02-24,303024,307727,
2694,231,22,2022-11-01,462486,77180,2023-06-09
2695,5,26,2023-07-25,604869,616147,
2696,754,33,2023-04-11,150004,196572,
2697,602,11,2022-12-12,640793,645218,
2698,210,5,2023-07-16,844106,180317,2023-08-02
2699,105,61,2023-03-19,198827,230555,
2700,215,55,2023-03-05,408113,410527,
2701,643,51,2023-07-03,888025,616472,2023-07-09
2702,239,19,2023-01-21,940077,955143,
2703,629,61,2022-10-13,542425,371352,2023-06-20
2704,73,15,2023-03-28,878459,769152,2023-05-16
2705,513,33,2023-03-05,344662,367037,
2706,417,49,2023-01-17,587065,573204,2023-03-27
2707,573,48,2023-07-25,548104,564161,
2708,563,73,2022-10-15,536536,542683,
2709,292,50,2023-07-23,160388,33764,2023-08-09
2710,220,52,2023-03-14,93097,133973,
2711,167,52,2023-07-30,135522,136081,
2712,174,31,2023-04-11,722526,582977,2023-06-30
2713,214,23,2023-07-19,257883,294261,
2714,245,27,2023-04-28,954249,880532,2023-06-23
2715,540,33,2023-07-23,543627,248989,2023-07-23
2716,688,26,2022-11-18,313898,279415,2022-12-12
2717,130,44,2023-04-06,625640,638312,
2718,596,9,2023-08-11,994809,312056,2023-08-11
2719,273,61,2023-05-17,263288,287489,
2720,530,45,2023-07-13,824606,825943,
2721,746,19,2023-06-01,709214,615088,2023-07-06
2722,459,19,2023-06-01,54821,122431,
2723,295,33,2023-08-03,366851,319908,2023-08-05
2724,418,12,2023-06-22,75781,107379,
2725,122,56,2023-06-27,886845,223852,2023-06-28
2726,179,33,2023-04-23,849477,868782,
2727,457,55,2023-07-08,376129,404779,
2728,64,58,2022-11-08,706714,173845,2023-04-12
2729,519,14,2023-07-05,888386,892127,
2730,217,30,2023-07-24,648477,82366,2023-08-01
2731,678,4,2023-05-18,115285,116264,
2732,196,45,2023-07-24,922213,747455,2023-07-26
2733,544,65,2022-10-24,958886,969565,
2734,7,43,2023-06-18,917321,944400,
2735,739,11,2023-08-10,99188,154278,
2736,203,27,2023-05-22,431676,465647,
2737,652,47,2022-11-30,727688,745062,
2738,481,47,2023-04-16,775783,727821,2023-05-23
2739,381,43,2023-04-24,169134,189956,
2740,424,72,2023-06-19,295779,298347,
2741,494,66,2023-02-09,164285,186440,
2742,68,30,2023-08-05,315605,251533,2023-08-07
2743,334,34,2023-07-14,359810,370541,
2744,53,21,2023-07-26,427658,402996,2023-08-03
2745,603,52,2023-06-03,460186,475978,
2746,71,57,2023-03-14,805402,725103,2023-08-02
2747,590,30,2022-12-20,526869,524319,2023-05-10
2748,689,23,2023-06-04,862293,71087,2023-07-12
2749,595,21,2023-08-11,82593,135928,
2750,666,1,2023-08-06,380095,161025,2023-08-06
2751,117,3,2023-01-25,257473,295055,
2752,656,46,2023-01-22,877743,886210,
2753,461,60,2022-12-08,607502,614279,
2754,598,52,2023-05-25,974905,977220,
2755,619,5,2023-03-31,791439,817763,
2756,422,47,2023-04-02,303751,360845,
2757,132,11,2023-06-28,625782,257932,2023-07-05
2758,451,54,2023-04-17,941292,165093,2023-04-29
2759,283,17,2023-07-01,388449,163363,2023-07-09
2760,169,42,2023-03-31,846207,618695,2023-06-01
2761,458,43,2023-07-14,162254,165386,
2762,534,58,2023-06-13,514865,521215,
2763,489,26,2023-04-17,274548,297303,
2764,5,10,2023-04-30,184486,214706,
2765,412,41,2023-06-22,639917,657078,
2766,429,56,2023-04-28,982357,227785,2023-05-21
2767,204,62,2023-05-20,939378,348983,2023-06-10
2768,309,10,2023-06-16,807954,201234,2023-07-06
2769,23,33,2023-03-22,53240,57686,
2770,406,21,2023-05-15,784941,439617,2023-07-10
2771,728,15,2023-07-28,479787,483728,
2772,302,54,2023-02-01,79352,123857,
2773,428,12,2023-08-10,898635,735519,2023-08-10
2774,732,41,2023-06-27,462301,508512,
2775,529,20,2023-04-28,595217,611476,
2776,658,62,2023-04-09,629833,595538,2023-06-27
2777,678,71,2023-04-21,706380,366524,2023-04-21
2778,551,45,2023-08-03,957281,922676,2023-08-11
2779,91,57,2023-03-29,269007,301065,
2780,193,73,2023-08-09,136202,171022,
2781,527,63,2023-07-21,59530,100529,
2782,656,58,2022-11-26,71573,136318,
2783,262,16,2023-07-03,686941,696011,
2784,40,51,2023-04-03,941576,414164,2023-06-19
2785,252,44,2023-07-08,580638,594254,
2786,442,32,2023-08-09,290414,294290,
2787,628,46,2023-01-18,697478,422724,2023-03-02
2788,283,18,2023-07-30,868175,899716,
2789,350,49,2023-05-13,685633,701600,
2790,198,49,2023-07-22,917980,926812,
2791,687,47,2023-08-01,668384,702180,
2792,17,71,2023-06-20,342884,357870,
2793,436,35,2023-08-06,883723,252681,2023-08-11
2794,225,14,2023-06-28,554739,578799,
2795,666,11,2023-07-26,451966,438033,2023-07-27
2796,94,36,2023-05-30,374969,407570,
2797,701,26,2023-07-03,479594,496925,
2798,8,73,2022-11-28,634907,654794,
2799,340,18,2023-08-11,934739,493688,2023-08-11
2800,680,9,2023-07-09,236829,257547,
2801,62,18,2023-06-18,611967,535696,2023-07-14
2802,178,46,2023-08-02,628027,641788,
2803,10,52,2023-05-09,801050,804958,
2804,481,9,2022-10-29,817197,398079,2023-07-18
2805,147,27,2023-07-30,464517,480984,
2806,755,60,2023-06-25,689604,50408,2023-07-28
2807,737,57,2023-06-24,783639,712097,2023-07-23
2808,392,34,2022-12-26,476593,480626,
2809,167,33,2023-05-05,504114,510657,
2810,363,56,2022-09-18,146490,148308,
2811,725,48,2023-05-30,748251,279135,2023-07-04
2812,505,28,2023-07-15,276914,314570,
2813,340,1,2023-07-29,928104,202229,2023-08-10
2814,647,44,2023-06-02,608250,234871,2023-06-05
2815,398,33,2022-10-20,908604,833220,2022-12-31
2816,453,23,2023-07-11,992267,994777,
2817,185,2,2023-07-01,279372,224601,2023-07-08
2818,179,60,2023-06-23,256502,61957,2023-08-10
2819,231,28,2023-01-06,943809,537281,2023-01-26
2820,355,50,2023-06-11,391732,405363,
2821,595,7,2023-05-05,617185,655004,
2822,409,72,2023-06-25,731195,735004,
2823,473,53,2023-03-03,789956,806483,
2824,404,41,2023-08-10,886731,478740,2023-08-10
2825,505,17,2023-06-29,484416,530241,
2826,225,7,2023-04-23,270039,280020,
2827,589,2,2023-04-18,262385,267919,
2828,283,28,2023-07-31,208018,254663,
2829,187,10,2023-08-05,874366,570515,2023-08-07
2830,394,28,2023-08-09,359464,401705,
2831,143,19,2023-06-23,467607,290222,2023-07-08
2832,113,61,2023-05-21,715561,732802,
2833,305,71,2023-07-20,798796,808964,
2834,226,20,2023-07-22,278681,337567,
2835,311,41,2023-02-24,765885,799380,
2836,698,31,2023-06-19,680710,695378,
2837,688,11,2022-12-30,719521,206039,2023-04-03
2838,99,58,2023-08-05,387346,412350,
2839,557,48,2023-03-13,704874,705127,
2840,737,52,2023-07-01,481201,292483,2023-07-28
2841,630,1,2023-05-24,410150,430777,
2842,155,56,2022-12-09,368475,387120,
2843,162,14,2023-08-03,102971,125249,
2844,552,12,2023-06-11,936714,866008,2023-07-30
2845,304,72,2023-05-15,284321,286365,
2846,276,20,2023-05-16,882441,520579,2023-07-16
2847,86,35,2023-06-13,888234,908044,
2848,274,34,2023-03-19,896876,409934,2023-05-08
2849,685,48,2023-06-18,467601,483105,
2850,316,59,2023-01-12,957636,961770,
2851,250,35,2022-10-29,95927,120975,
2852,522,52,2023-08-08,796326,812879,
2853,596,6,2023-08-08,664667,669591,
2854,669,8,2023-08-11,391211,414061,
2855,603,43,2023-02-22,139773,142060,
2856,448,48,2023-06-28,103308,35665,2023-07-01
2857,538,61,2022-12-14,963944,540936,2022-12-15
2858,170,53,2023-06-28,388715,395585,
2859,319,16,2023-04-09,981926,1001512,
2860,331,36,2023-02-23,759897,181088,2023-04-26
2861,466,51,2023-07-19,944809,826467,2023-07-31
2862,271,59,2023-07-12,394155,435725,
2863,590,33,2023-05-25,117321,117512,
2864,580,69,2023-07-31,76717,116549,
2865,470,59,2023-01-20,200712,129359,2023-06-28
2866,618,67,2022-10-29,319998,325657,
2867,205,5,2023-07-16,990395,179282,2023-08-02
2868,196,70,2023-06-05,181447,211049,
2869,515,53,2023-06-30,318719,326906,
2870,733,67,2023-08-11,424363,292673,2023-08-11
2871,662,2,2023-04-13,240984,266115,
2872,710,1,2023-05-18,870406,534063,2023-07-03
2873,412,12,2023-05-24,651485,663880,
2874,315,47,2023-08-02,511670,533193,
2875,372,19,2023-07-21,933185,149968,2023-08-06
2876,627,30,2023-08-11,832863,827540,2023-08-11
2877,542,71,2023-01-06,392390,394479,
2878,498,25,2023-07-11,484327,485974,
2879,167,51,2023-06-20,943704,200008,2023-07-28
2880,294,17,2022-12-04,900247,914088,
2881,142,72,2023-04-06,518995,531190,
2882,97,29,2023-07-16,249827,249885,
2883,491,54,2023-04-21,130360,38725,2023-07-22
2884,85,53,2023-06-29,786166,816521,
2885,671,55,2023-06-07,189401,195131,
2886,398,34,2022-12-27,66234,71730,
2887,487,20,2022-12-21,326340,349417,
2888,227,42,2023-03-30,430520,430389,2023-05-15
2889,102,2,2023-01-20,955363,451196,2023-07-15
2890,591,27,2023-02-03,487257,305867,2023-06-12
2891,487,33,2023-08-10,620607,136912,2023-08-10
2892,401,22,2023-08-11,806182,811380,
2893,324,27,2023-07-19,736352,349488,2023-07-29
2894,467,4,2023-04-06,110930,115480,
2895,391,30,2023-03-23,929207,620785,2023-05-02
2896,521,15,2022-10-25,485421,515550,
2897,190,34,2023-01-10,811947,510371,2023-05-08
2898,275,17,2023-02-17,120714,123961,
2899,542,41,2023-05-02,925234,828352,2023-06-29
2900,462,72,2023-02-27,87407,124434,
2901,654,2,2023-02-13,871296,881934,
2902,580,28,2023-07-01,650006,303908,2023-08-03
2903,530,36,2023-05-06,97745,127058,
2904,319,57,2023-06-07,714535,677761,2023-08-04
2905,82,43,2023-06-21,281486,73075,2023-07-25
2906,196,56,2023-05-10,911591,922118,
2907,390,49,2023-06-22,274550,319691,
2908,604,63,2023-05-22,836543,859018,
2909,191,28,2023-05-26,425691,443947,
2910,480,1,2022-11-09,141648,155207,
2911,90,39,2023-04-05,856292,840773,2023-04-26
2912,752,46,2023-06-25,496278,511283,
2913,292,52,2023-05-03,521613,562138,
2914,461,23,2022-12-09,452985,500083,
2915,464,41,2023-05-08,507619,518307,
2916,352,57,2023-06-14,770906,215676,2023-06-18
2917,230,15,2023-03-02,354858,327230,2023-03-10
2918,299,22,2023-07-02,762075,762157,
2919,156,28,2023-04-26,724832,730594,
2920,466,54,2023-06-07,267055,287100,
2921,163,39,2023-04-30,418374,423170,
2922,586,20,2023-05-26,279564,295890,
2923,320,35,2022-10-09,399881,416107,
2924,716,55,2023-08-08,256560,292417,
2925,716,2,2023-03-28,457113,465802,
2926,457,4,2023-05-18,979012,200323,2023-07-09
2927,421,41,2023-05-22,819595,825557,
2928,339,66,2022-11-09,379346,159571,2022-12-21
2929,27,72,2023-07-15,980594,591268,2023-07-24
2930,345,40,2023-04-25,656596,670697,
2931,78,45,2023-07-25,403845,189080,2023-08-07
2932,14,35,2023-05-29,332672,355025,
2933,630,5,2023-03-26,237681,296104,
2934,194,5,2023-07-28,184413,222765,
2935,443,17,2023-05-09,348960,350552,
2936,377,48,2023-08-11,800829,113246,2023-08-11
2937,610,41,2023-07-18,522990,555091,
2938,95,16,2023-07-30,77205,83068,
2939,686,6,2022-12-03,554872,582762,
2940,119,47,2023-01-10,649456,118125,2023-07-11
2941,366,48,2023-08-07,351273,364830,
2942,544,70,2023-01-25,536787,561578,
2943,63,3,2023-08-02,976125,216390,2023-08-04
2944,553,48,2023-05-20,584090,404606,2023-07-30
2945,597,8,2023-04-07,332572,335112,
2946,636,53,2023-02-18,142103,142208,
2947,148,37,2023-05-09,449911,465045,
2948,526,27,2022-11-24,184428,210369,
2949,30,67,2023-06-17,484169,486410,
2950,181,4,2023-02-18,449107,450349,
2951,620,38,2023-07-11,446616,464997,
2952,638,11,2023-05-31,524034,221006,2023-07-26
2953,261,63,2023-07-17,127205,40158,2023-07-29
2954,365,69,2023-01-17,661931,534024,2023-03-23
2955,648,61,2023-08-06,645235,672601,
2956,130,4,2023-04-13,743457,454789,2023-08-10
2957,427,59,2023-08-09,57025,108386,
2958,120,45,2023-04-23,244244,251534,
2959,94,50,2023-01-23,72253,72619,
2960,205,56,2023-06-01,226190,257183,
2961,756,38,2023-02-22,887495,891832,
2962,756,62,2023-02-28,326278,326463,
2963,746,56,2023-06-14,199790,216902,
2964,573,36,2023-07-21,520024,531061,
2965,488,15,2023-04-27,458315,459171,
2966,424,9,2023-07-15,817151,833297,
2967,327,62,2023-05-29,345578,390067,
2968,374,1,2023-08-05,636159,649729,
2969,143,67,2023-08-11,703286,707406,
2970,521,63,2022-12-17,77094,146591,
2971,370,35,2022-11-05,597705,618693,
2972,603,25,2023-07-25,928282,950912,
2973,234,27,2023-04-27,234759,253707,
2974,667,14,2023-01-28,256378,264636,
2975,673,39,2023-08-02,788746,141985,2023-08-04
2976,17,47,2023-03-13,369424,411514,
2977,128,53,2023-07-06,726788,742729,
2978,372,63,2023-08-03,749705,751620,
2979,235,3,2023-08-01,566494,605500,
2980,246,42,2023-06-02,190434,214260,
2981,523,69,2023-07-21,574697,598108,
2982,436,42,2023-07-27,937219,938144,
2983,121,32,2023-06-19,591326,439539,2023-06-27
2984,106,56,2023-07-09,150045,151122,
2985,61,22,2023-08-06,761351,781396,
2986,104,18,2023-08-03,425030,166857,2023-08-03
2987,25,60,2023-03-28,413548,454660,
2988,145,24,2023-03-27,923219,727755,2023-07-31
2989,363,42,2023-04-10,58478,62154,
2990,64,55,2022-12-22,803467,834882,
2991,280,72,2023-08-09,985348,377388,2023-08-11
2992,483,63,2023-07-14,921854,935287,
2993,687,33,2023-07-25,429564,431420,
2994,119,69,2023-03-18,557287,580901,
2995,538,37,2023-04-09,562444,572964,
2996,235,29,2023-07-11,77066,79201,
2997,613,18,2023-04-23,888611,73309,2023-05-24
2998,177,10,2023-08-07,79853,117561,
2999,114,40,2023-04-24,494495,48549,2023-05-20
3000,321,54,2023-03-25,59971,105947,
3001,344,50,2023-05-07,485165,490978,
3002,353,34,2023-01-27,222646,267264,
3003,192,68,2023-03-25,527746,57521,2023-04-27
3004,5,14,2023-06-17,925673,486087,2023-08-05
3005,704,27,2023-08-11,92124,117259,
3006,6,42,2023-07-30,774201,51775,2023-08-08
3007,738,2,2023-07-28,902968,151394,2023-08-07
3008,730,4,2023-04-13,502030,509369,
3009,22,52,2023-06-04,409100,442355,
3010,343,37,2023-07-17,781899,727735,2023-08-03
3011,419,46,2023-01-05,535564,575889,
3012,332,12,2022-11-01,287608,235558,2023-02-12
3013,269,48,2023-05-21,828434,839387,
3014,200,29,2023-07-30,765638,501335,2023-08-08
3015,19,43,2023-07-15,229059,236574,
3016,284,13,2023-07-11,526174,559614,
3017,141,29,2023-08-07,477333,503201,
3018,658,18,2022-10-30,854563,341542,2023-08-08
3019,125,55,2023-08-05,586022,612381,
3020,314,73,2023-06-28,684536,146716,2023-08-08
3021,142,26,2023-05-28,151299,152725,
3022,448,14,2023-07-12,202585,246423,
3023,123,31,2023-03-21,653650,673719,
3024,202,15,2023-01-16,678579,679040,
3025,326,15,2022-10-22,109648,143282,
3026,168,63,2023-07-03,596091,605601,
3027,748,10,2023-01-22,604561,614450,
3028,385,12,2023-06-02,633865,639428,
3029,555,56,2023-07-14,806355,825138,
3030,737,1,2023-07-16,639638,644219,
3031,428,65,2023-07-30,402202,440081,
3032,464,25,2023-04-09,150435,160004,
3033,720,53,2023-07-13,82880,109978,
3034,502,2,2022-10-27,337589,339494,
3035,235,16,2023-07-31,769951,254763,2023-08-01
3036,51,56,2023-08-10,972339,985503,
3037,680,20,2023-07-20,61589,84215,
3038,630,4,2023-07-08,450883,488031,
3039,691,13,2023-04-09,171639,203248,
3040,3,30,2023-05-20,931594,219266,2023-06-08
3041,442,71,2023-08-07,849403,480921,2023-08-07
3042,567,39,2023-08-09,807107,829115,
3043,561,73,2023-08-08,364368,379837,
3044,175,41,2023-04-16,836025,847867,
3045,483,47,2023-08-04,556816,145702,2023-08-10
3046,525,27,2023-06-09,302510,72502,2023-06-10
3047,435,43,2023-01-23,869256,879216,
3048,436,1,2023-08-04,404998,421688,
3049,418,8,2023-04-04,464625,149085,2023-07-17
3050,563,50,2023-07-20,644691,650376,
3051,239,22,2023-06-03,299491,309985,
3052,442,17,2023-08-09,309311,309933,
3053,109,6,2023-06-16,616852,149660,2023-07-23
3054,588,57,2023-06-28,722813,731535,
3055,349,46,2023-08-04,760209,774393,
3056,481,12,2023-06-17,274708,279858,
3057,118,60,2023-07-18,871601,878030,
3058,56,59,2023-07-27,801947,438311,2023-08-05
3059,294,30,2023-07-16,731236,292878,2023-07-19
3060,131,19,2023-02-28,119622,144835,
3061,125,15,2023-08-01,366237,122269,2023-08-04
3062,9,6,2023-07-16,107141,109621,
3063,395,26,2022-12-25,650213,166558,2023-05-14
3064,165,24,2022-11-15,708468,585306,2023-03-25
3065,243,50,2023-08-05,177676,202380,
3066,661,8,2023-07-22,251092,274619,
3067,241,23,2023-04-23,63462,74583,
3068,482,32,2023-05-15,443964,451355,
3069,359,68,2023-08-10,170303,221241,
3070,459,66,2023-06-06,952759,691580,2023-06-21
3071,498,15,2023-05-10,612174,635953,
3072,29,36,2023-06-21,120743,149202,
3073,727,27,2023-07-03,553303,559738,
3074,95,19,2023-07-12,336341,185783,2023-07-28
3075,425,40,2023-05-08,899708,905800,
3076,366,67,2023-05-17,217890,235124,
3077,400,19,2023-01-20,133072,151575,
3078,487,39,2023-03-05,836639,853297,
3079,239,60,2022-12-24,653145,469077,2023-03-23
3080,614,4,2023-06-01,943976,330859,2023-06-30
3081,560,37,2023-01-13,682016,689173,
3082,211,13,2023-02-14,632162,639676,
3083,307,58,2023-08-05,367538,388982,
3084,696,44,2023-06-11,603881,607591,
3085,630,67,2023-07-11,691235,241267,2023-07-22
3086,579,69,2022-11-13,743479,425053,2023-02-04
3087,287,59,2023-06-11,234404,291278,
3088,133,65,2023-01-22,127975,164996,
3089,151,10,2023-08-04,443650,306343,2023-08-09
3090,227,57,2023-08-04,369156,338851,2023-08-06
3091,7,36,2023-04-24,229665,252149,
3092,280,48,2023-08-08,905207,31188,2023-08-10
3093,548,44,2023-06-09,349485,368753,
